小说名称,文库分类,小说作者,文章状态,最后更新,全文长度,小说封面
怪盗RED,角川文库,秋木真,连载中,2013-11-30,163406.0,http://img.wenku8.com/image/1/1120/1120s.jpg
夏日魔术,其他文库,田中芳树,已完成,2020-03-07,364103.0,http://img.wenku8.com/image/0/234/234s.jpg
风之大陆,角川文库,竹河圣,连载中,2011-12-20,669900.0,http://img.wenku8.com/image/0/150/150s.jpg
真红老师的课外授业,其他文库,漆原雪人,已完成,2014-11-13,28625.0,http://img.wenku8.com/image/1/1745/1745s.jpg
被称为勇者亦或是怪物的少女(勇者或是被称为怪物的少女),Fami通文库,七泽またり,已完成,2016-08-15,428072.0,http://img.wenku8.com/image/2/2115/2115s.jpg
百器徒然袋,讲谈社,京极夏彦,连载中,2014-08-26,536150.0,http://img.wenku8.com/image/1/1211/1211s.jpg
学年第一的千金大小姐在1年内成绩大幅下滑变成辣妹,讲谈社,朝野始,连载中,2018-03-01,183694.0,http://img.wenku8.com/image/2/2174/2174s.jpg
失落魔法·魔法新娘,电击文库,藤原佑,已完成,2020-04-09,203846.0,http://img.wenku8.com/image/2/2263/2263s.jpg
实境网游VRMMO的课金无双,HJ文库,鰤/牙,连载中,2020-03-08,276579.0,http://img.wenku8.com/image/2/2036/2036s.jpg
金之瞳与铁之剑,讲谈社,虚渊玄,连载中,2011-06-19,88717.0,http://img.wenku8.com/image/1/1044/1044s.jpg
英雄失格,Fami通文库,更伊俊介,已完成,2019-04-15,293740.0,http://img.wenku8.com/image/2/2041/2041s.jpg
简单易懂的现代魔法,集英社,樱坂洋,连载中,2011-05-16,499465.0,http://img.wenku8.com/image/0/301/301s.jpg
败犬之牙FANG OF UNDERDOG,集英社,朝浦,连载中,2020-04-03,330445.0,http://img.wenku8.com/image/1/1956/1956s.jpg
恶魔召唤使 王权之剑,GA文库,中里融司,已完成,2010-10-12,119727.0,http://img.wenku8.com/image/0/164/164s.jpg
战斗妖精雪风,其他文库,神林长平,已完成,2015-03-24,412321.0,http://img.wenku8.com/image/0/396/396s.jpg
残酷童话,其他文库,仓桥由美子,已完成,2014-11-16,81201.0,http://img.wenku8.com/image/1/1749/1749s.jpg
恬不知耻的紫烟(不知耻的紫烟)-JOJO的奇妙冒险-,集英社,上远野浩平,已完成,2012-01-08,104142.0,http://img.wenku8.com/image/1/1166/1166s.jpg
血腥武器,集英社,筑地俊彦,连载中,2020-03-02,79661.0,http://img.wenku8.com/image/1/1992/1992s.jpg
暗黑童话,集英社,乙一,已完成,2010-06-09,137158.0,http://img.wenku8.com/image/0/848/848s.jpg
你好哇，暗杀者,角川文库,大泽めぐみ,已完成,2020-02-17,91925.0,http://img.wenku8.com/image/2/2418/2418s.jpg
世界的中心、针山先生,电击文库,成田良悟,已完成,2020-05-18,380000.0,http://img.wenku8.com/image/0/688/688s.jpg
动手建造迷宫吧,MF文库J,渡良濑ユウ,连载中,2017-09-06,218633.0,http://img.wenku8.com/image/2/2094/2094s.jpg
空之轨迹剧情小说,游戏剧本,FALCOM,已完成,2010-06-16,711407.0,http://img.wenku8.com/image/0/861/861s.jpg
华氏9999,集英社,朝仓勋,已完成,2020-03-14,218871.0,http://img.wenku8.com/image/1/1993/1993s.jpg
假面骑士剑,讲谈社,宫下隼一,已完成,2014-09-01,87348.0,http://img.wenku8.com/image/1/1703/1703s.jpg
魔法使玛莉伊,其他文库,东川笃哉,连载中,2020-03-07,126362.0,http://img.wenku8.com/image/1/1227/1227s.jpg
因此少女以回忆为食,一迅社,七乌未奏,已完成,2012-12-16,101797.0,http://img.wenku8.com/image/1/1342/1342s.jpg
源氏物语,角川文库,越水利江子,已完成,2013-12-02,57011.0,http://img.wenku8.com/image/1/1528/1528s.jpg
神域的弒神者们,集英社,丈月城,连载中,2020-02-16,119325.0,http://img.wenku8.com/image/2/2530/2530s.jpg
欢迎来到巫家！,GA文库,冬木冬树,连载中,2012-02-21,86788.0,http://img.wenku8.com/image/1/1185/1185s.jpg
CLANNAD官方外传小说,电击文库,麻枝准,已完成,2010-03-28,118394.0,http://img.wenku8.com/image/0/183/183s.jpg
驭时少女Rinne,角川文库,清野静,连载中,2012-04-22,367826.0,http://img.wenku8.com/image/0/938/938s.jpg
善良大叔转生走上SSS级人生,集英社,三木なずな,连载中,2020-08-29,128497.0,http://img.wenku8.com/image/2/2670/2670s.jpg
创立！？三星学生会,Fami通文库,佐佐原史绪,已完成,2011-04-23,408308.0,http://img.wenku8.com/image/0/495/495s.jpg
空想科学读本,其他文库,柳田理科雄,连载中,2012-03-16,529895.0,http://img.wenku8.com/image/0/299/299s.jpg
樱之雨,其他文库,合作,连载中,2015-03-03,323331.0,http://img.wenku8.com/image/1/1802/1802s.jpg
R.O.D(读或死),集英社,仓田英之,连载中,2012-07-16,757176.0,http://img.wenku8.com/image/0/484/484s.jpg
新娘恋曲,少女文库,小田菜摘,连载中,2020-03-14,284856.0,http://img.wenku8.com/image/0/858/858s.jpg
天神乱漫~仲夏夜的梦餍~,其他文库,糸井健一,已完成,2011-07-22,76425.0,http://img.wenku8.com/image/1/1057/1057s.jpg
百万王冠,角川文库,龙之湖太郎,连载中,2020-03-12,260407.0,http://img.wenku8.com/image/2/2401/2401s.jpg
傲蕉魔法使,HJ文库,谷口シュンスケ,已完成,2012-02-23,167350.0,http://img.wenku8.com/image/0/975/975s.jpg
我是她的第九顺位,电击文库,佐野しなの,已完成,2010-09-17,112089.0,http://img.wenku8.com/image/0/341/341s.jpg
飞翔公关室,其他文库,有川浩,已完成,2014-09-06,237580.0,http://img.wenku8.com/image/1/1708/1708s.jpg
封神演戏,集英社,森田季节,已完成,2020-03-10,309361.0,http://img.wenku8.com/image/2/2093/2093s.jpg
Bad！Daddy亲亲坏老爹,Fami通文库,野村美月,已完成,2010-10-05,322240.0,http://img.wenku8.com/image/0/192/192s.jpg
原点回归walkers,MF文库J,森田季节,连载中,2012-05-30,187398.0,http://img.wenku8.com/image/0/898/898s.jpg
怕寂寞的萝莉吸血鬼,小学馆,相乐总,已完成,2020-03-02,91706.0,http://img.wenku8.com/image/2/2048/2048s.jpg
OBSTACLE Series 激战的魔女之夜,电击文库,川上稔,已完成,2018-06-28,416267.0,http://img.wenku8.com/image/2/2138/2138s.jpg
未来／咖啡，她的恋爱,GA文库,千岁绫,连载中,2020-03-09,139437.0,http://img.wenku8.com/image/2/2155/2155s.jpg
春宵苦短，少女前进吧！,角川文库,森见登美彦,已完成,2010-11-23,120038.0,http://img.wenku8.com/image/0/933/933s.jpg
就算是有点色色的三姊妹，你也愿意娶回家吗？,富士见文库,浅冈旭,连载中,2020-04-21,101898.0,http://img.wenku8.com/image/2/2739/2739s.jpg
妖怪公主渴望爱,其他文库,岸根红华,连载中,2018-08-02,170680.0,http://img.wenku8.com/image/2/2359/2359s.jpg
违逆常规的反叛者,GA文库,尾地雫,连载中,2017-04-19,171277.0,http://img.wenku8.com/image/2/2101/2101s.jpg
歌月十夜,游戏剧本,奈须蘑菇,已完成,2010-04-01,274313.0,http://img.wenku8.com/image/0/146/146s.jpg
我怎么可能成为你的恋人，不行不行！(※不是不可能！？),集英社,みかみてれん,连载中,2020-05-13,89491.0,http://img.wenku8.com/image/2/2751/2751s.jpg
罗德斯岛战记,角川文库,水野良,已完成,2010-04-06,996460.0,http://img.wenku8.com/image/0/103/103s.jpg
你喜欢有点色色又变态的公主殿下吗？,其他文库,お鱼1号,连载中,2019-12-25,87855.0,http://img.wenku8.com/image/2/2663/2663s.jpg
PSYCHO-PASS心理测量者 前传,角川文库,高羽彩,已完成,2014-11-28,108728.0,http://img.wenku8.com/image/1/1766/1766s.jpg
恋爱必胜女神！,MF文库J,まほろ勇太,连载中,2019-08-18,211496.0,http://img.wenku8.com/image/2/2499/2499s.jpg
红之三位一体,富士见文库,椎名莲月,连载中,2011-11-16,95293.0,http://img.wenku8.com/image/1/1128/1128s.jpg
12DEMONS,电击文库,御堂彰彦,已完成,2011-04-13,215570.0,http://img.wenku8.com/image/0/976/976s.jpg
多摩湖与黄鸡,电击文库,入间人间,已完成,2011-06-16,97142.0,http://img.wenku8.com/image/1/1043/1043s.jpg
异世界贤者的转生无双 用游戏知识成为异世界最强,GA文库,进行诸岛,连载中,2020-04-28,52535.0,http://img.wenku8.com/image/2/2742/2742s.jpg
我的快转恋爱喜剧,MF文库J,樫本燕,已完成,2019-10-30,164229.0,http://img.wenku8.com/image/2/2497/2497s.jpg
黄昏堂便利商店,其他文库,村山早纪,已完成,2014-05-14,143133.0,http://img.wenku8.com/image/1/1530/1530s.jpg
杀戮的天使,Fami通文库,木尔チレン,连载中,2017-09-09,107798.0,http://img.wenku8.com/image/2/2305/2305s.jpg
暗之皇太子,少女文库,金泽有幸,连载中,2013-01-21,219959.0,http://img.wenku8.com/image/1/1216/1216s.jpg
魔法之子,富士见文库,入江君人,连载中,2015-09-09,72310.0,http://img.wenku8.com/image/1/1948/1948s.jpg
鬼哭街,角川文库,虚渊玄,已完成,2010-09-20,141013.0,http://img.wenku8.com/image/0/307/307s.jpg
强袭魔女,角川文库,山口升,已完成,2010-08-04,211562.0,http://img.wenku8.com/image/0/577/577s.jpg
雷吉欧斯传说,富士见文库,雨木秀介,已完成,2010-03-25,334444.0,http://img.wenku8.com/image/0/671/671s.jpg
最终亚瑟王之战,富士见文库,羊太郎,连载中,2020-09-16,327398.0,http://img.wenku8.com/image/2/2602/2602s.jpg
黑妖精之吻,富士见文库,川人忠明,连载中,2015-01-09,102755.0,http://img.wenku8.com/image/0/342/342s.jpg
阴沉少女与黑魔法之恋,MF文库J,熊谷雅人,已完成,2011-01-03,408251.0,http://img.wenku8.com/image/0/206/206s.jpg
食锈末世录,电击文库,瘤久保慎司,连载中,2020-07-09,364450.0,http://img.wenku8.com/image/2/2558/2558s.jpg
好想被你喜欢，大沢同学,角川文库,桑岛由一,已完成,2011-03-11,100039.0,http://img.wenku8.com/image/0/983/983s.jpg
不哭不哭，痛痛飞走吧,电击文库,三秋缒,已完成,2020-03-02,120521.0,http://img.wenku8.com/image/2/2015/2015s.jpg
残秽,其他文库,小野不由美,已完成,2014-04-29,125850.0,http://img.wenku8.com/image/1/1606/1606s.jpg
世界树迷宮～逝者的镇魂歌～,Fami通文库,嬉野秋彦,已完成,2011-11-29,101988.0,http://img.wenku8.com/image/1/1138/1138s.jpg
在世界中心呼唤爱,小学馆,片山恭一,已完成,2009-03-16,67866.0,http://img.wenku8.com/image/0/198/198s.jpg
AIR 青空,游戏剧本,key,已完成,2010-11-10,599135.0,http://img.wenku8.com/image/0/85/85s.jpg
欢乐黎明使者团！,少女文库,树川智美,连载中,2013-01-04,448072.0,http://img.wenku8.com/image/1/1014/1014s.jpg
无气力英雄谭,MF文库J,津田彷徨,连载中,2020-02-29,137233.0,http://img.wenku8.com/image/2/2127/2127s.jpg
献给死者的音乐,MF文库J,乙一,已完成,2013-03-27,66386.0,http://img.wenku8.com/image/1/1396/1396s.jpg
七星的刻印使,HJ文库,凉暮皐,连载中,2020-03-17,178397.0,http://img.wenku8.com/image/2/2230/2230s.jpg
潘朵拉之心～CAUCUS RACE～,其他文库,若宫シノブ,连载中,2013-01-10,204277.0,http://img.wenku8.com/image/1/1187/1187s.jpg
神明大人会把笑心○○○？,小学馆,荒川工,已完成,2013-01-13,181803.0,http://img.wenku8.com/image/0/677/677s.jpg
LEGAL FANTASY 律色幻想,Fami通文库,羽田辽亮,连载中,2014-05-13,97106.0,http://img.wenku8.com/image/1/1617/1617s.jpg
世界之敌,角川文库,细音启,已完成,2018-09-26,194792.0,http://img.wenku8.com/image/2/2456/2456s.jpg
在那个夏天等待,MF文库J,丰川一夏,已完成,2013-12-09,161666.0,http://img.wenku8.com/image/1/1532/1532s.jpg
天空的阿卡米雷斯,电击文库,三上延,连载中,2014-10-02,96450.0,http://img.wenku8.com/image/1/1723/1723s.jpg
割耳奈露莉,Fami通文库,石川博品,已完成,2013-05-13,341776.0,http://img.wenku8.com/image/1/1370/1370s.jpg
转吧！企鹅罐,其他文库,几原邦彦,已完成,2013-09-24,333747.0,http://img.wenku8.com/image/1/1486/1486s.jpg
贵族侦探爱德华,少女文库,椹野道流,连载中,2014-11-21,661056.0,http://img.wenku8.com/image/0/145/145s.jpg
好想做个女孩子,一迅社,三叶,已完成,2010-09-08,44133.0,http://img.wenku8.com/image/0/468/468s.jpg
异世界超商繁盛记,集英社,新木伸,连载中,2020-10-23,249457.0,http://img.wenku8.com/image/2/2166/2166s.jpg
school days 与你同在的青空下,其他文库,马场卓也,已完成,2010-09-29,68111.0,http://img.wenku8.com/image/0/916/916s.jpg
剑魔剑奏剑圣剑舞,MF文库J,嬉野秋彦,连载中,2019-01-22,100906.0,http://img.wenku8.com/image/2/2371/2371s.jpg
神曲奏界 沉默歌姬,GA文库,榊一郎,已完成,2012-10-24,98324.0,http://img.wenku8.com/image/1/1303/1303s.jpg
桃源之药,少女文库,山本瑶,已完成,2011-07-24,918871.0,http://img.wenku8.com/image/0/247/247s.jpg
就算15岁也是我的新娘！,MF文库J,庵田定夏,连载中,2019-09-15,183075.0,http://img.wenku8.com/image/2/2595/2595s.jpg
突西亚战记 十二骑士团的反叛军师,富士见文库,大黑尚人,连载中,2020-03-28,204584.0,http://img.wenku8.com/image/2/2452/2452s.jpg
一五同盟,集英社,三田诚广,已完成,2015-05-15,87648.0,http://img.wenku8.com/image/1/1865/1865s.jpg
铁铲无双,MF文库J,つちせ八十八,连载中,2020-10-20,172972.0,http://img.wenku8.com/image/2/2717/2717s.jpg
少女妄想中,电击文库,入间人间,已完成,2020-03-26,104247.0,http://img.wenku8.com/image/2/2291/2291s.jpg
加奈～妹妹～,其他文库,大仓邦彦,已完成,2010-01-07,53769.0,http://img.wenku8.com/image/0/477/477s.jpg
Qualidea Code 心灵代码,集英社,渡航,已完成,2020-02-02,255137.0,http://img.wenku8.com/image/2/2322/2322s.jpg
Lady!? Steady，GO!!,Fami通文库,井上坚二,已完成,2020-02-16,94663.0,http://img.wenku8.com/image/2/2319/2319s.jpg
指引之星,其他文库,小川一水,连载中,2020-03-16,300599.0,http://img.wenku8.com/image/1/1030/1030s.jpg
哀川润的失败,其他文库,西尾维新,已完成,2013-08-17,58235.0,https://www.wenku8.net/modules/article/images/nocover.jpg
强袭魔女 乙女之章,角川文库,南房秀久,已完成,2012-08-08,264013.0,http://img.wenku8.com/image/1/1091/1091s.jpg
巷弄间的妖怪们 绫栉小巷加纳裱褙店,电击文库,行田尚希,已完成,2016-11-24,347333.0,http://img.wenku8.com/image/1/1785/1785s.jpg
对不起,其他文库,日高由香,已完成,2015-02-19,95814.0,http://img.wenku8.com/image/1/1820/1820s.jpg
无间地狱(PHANTOM OF INFERNO),角川文库,虚渊玄,已完成,2010-09-09,198200.0,http://img.wenku8.com/image/0/460/460s.jpg
新本格魔法少女莉丝佳,讲谈社,西尾维新,已完成,2010-09-29,342581.0,http://img.wenku8.com/image/0/235/235s.jpg
灾厄战线的至高强者,富士见文库,日暮晶,连载中,2019-08-13,180609.0,http://img.wenku8.com/image/2/2462/2462s.jpg
绯色的碎片,少女文库,水泽なな,已完成,2010-07-29,265098.0,http://img.wenku8.com/image/0/494/494s.jpg
放学后的征服世界,HJ文库,わかつきひかる,连载中,2010-09-13,182302.0,http://img.wenku8.com/image/0/387/387s.jpg
虫忍—MUSHININ—,其他文库,古桥秀之,已完成,2012-10-01,42895.0,http://img.wenku8.com/image/1/1247/1247s.jpg
渚的最强音(渚的极强音),MF文库J,城崎火也,连载中,2010-09-07,85246.0,http://img.wenku8.com/image/0/485/485s.jpg
Re:Stage！,角川文库,team yoree.,已完成,2020-02-16,137291.0,http://img.wenku8.com/image/2/2306/2306s.jpg
没有英雄的世界要靠最终头目们,MF文库J,柳实冬贵,连载中,2018-05-10,209913.0,http://img.wenku8.com/image/2/2345/2345s.jpg
老公的JJ无法进来,其他文库,こだま,已完成,2017-05-30,66584.0,http://img.wenku8.com/image/2/2260/2260s.jpg
华鬼,其他文库,梨沙,已完成,2011-02-08,482023.0,http://img.wenku8.com/image/0/711/711s.jpg
家庭教师REBORN,集英社,子安秀明,连载中,2011-12-05,314081.0,http://img.wenku8.com/image/0/125/125s.jpg
许爱之岛,电击文库,杉井光,已完成,2013-01-29,72083.0,http://img.wenku8.com/image/1/1338/1338s.jpg
铠甲公主物语(铠甲少女物语),MF文库J,叶村哲,已完成,2017-06-26,259473.0,http://img.wenku8.com/image/2/2116/2116s.jpg
幼女大人与零级守护者大人(幼女大人和零级守护者大人),GA文库,すかぢ,连载中,2019-07-21,200062.0,http://img.wenku8.com/image/2/2378/2378s.jpg
樱色少年茶房,角川文库,博惠夏树,连载中,2012-02-12,42385.0,http://img.wenku8.com/image/1/1181/1181s.jpg
Dragon Blood,MF文库J,伊上円,连载中,2011-08-05,93923.0,http://img.wenku8.com/image/1/1058/1058s.jpg
太阳坐落之处,其他文库,辻村深月,已完成,2014-07-04,136306.0,http://img.wenku8.com/image/1/1659/1659s.jpg
女骑士小姐，我们去血拼吧！,MF文库J,伊藤ヒロ,已完成,2019-03-24,348255.0,http://img.wenku8.com/image/2/2060/2060s.jpg
龙鱼少女,其他文库,西鱼立子,已完成,2012-12-11,792007.0,http://img.wenku8.com/image/1/1134/1134s.jpg
圣断罪桃乐丝,角川文库,十文字青,连载中,2017-07-23,191503.0,http://img.wenku8.com/image/2/2265/2265s.jpg
请问您的胖次需要加热吗？,角川文库,石山雄规,连载中,2020-06-07,91461.0,http://img.wenku8.com/image/2/2435/2435s.jpg
搭乘者科的最下生,HJ文库,志木谦介,连载中,2015-09-11,78459.0,http://img.wenku8.com/image/1/1957/1957s.jpg
银盘万花筒,集英社,海原零,已完成,2010-12-02,1058922.0,http://img.wenku8.com/image/0/36/36s.jpg
最强冒险小队因烂透爱情喜剧而全灭了啦!?(最强小队因遗憾的爱情喜剧要遭至团灭!?),富士见文库,镜游,连载中,2017-09-08,117582.0,http://img.wenku8.com/image/2/2304/2304s.jpg
虚界怪造学,角川文库,日日日,连载中,2012-10-13,763726.0,http://img.wenku8.com/image/0/233/233s.jpg
闪偶大叔与幼女前辈,电击文库,岩泽蓝,已完成,2020-05-28,287079.0,http://img.wenku8.com/image/2/2321/2321s.jpg
白夜行,其他文库,东野圭吾,已完成,2009-05-29,329648.0,http://img.wenku8.com/image/0/363/363s.jpg
魔学诡术士,电击文库,久住四季,已完成,2010-09-27,776342.0,http://img.wenku8.com/image/0/251/251s.jpg
真·三国志妹,富士见文库,春日御影,连载中,2020-03-02,268145.0,http://img.wenku8.com/image/2/2669/2669s.jpg
魔学霸王与科法枪姬,MF文库J,きなこもちづき,连载中,2017-08-13,195905.0,http://img.wenku8.com/image/2/2168/2168s.jpg
有如保镖的她口中所说的被虐生活日记,集英社,望月充っ,已完成,2017-05-16,126629.0,http://img.wenku8.com/image/2/2251/2251s.jpg
真·天地无用,富士见文库,梶岛正树,连载中,2012-10-03,213249.0,http://img.wenku8.com/image/0/373/373s.jpg
我的坏前辈,其他文库,日日日,已完成,2013-02-18,76453.0,http://img.wenku8.com/image/1/1376/1376s.jpg
怪物猎人,其他文库,ゆうきりん,已完成,2020-03-13,324292.0,http://img.wenku8.com/image/0/308/308s.jpg
昏暗宫殿的死者之王,角川文库,槻影,连载中,2019-12-27,113755.0,http://img.wenku8.com/image/2/2665/2665s.jpg
Dragon Jager ～猎龙人赞歌～,其他文库,井藤きく,已完成,2017-05-23,284113.0,http://img.wenku8.com/image/2/2253/2253s.jpg
我的青梅竹马山吹同学,电击文库,道草よもぎ,连载中,2020-06-27,144438.0,http://img.wenku8.com/image/2/2727/2727s.jpg
吸血歼鬼,角川文库,虚渊玄,已完成,2010-09-09,222282.0,http://img.wenku8.com/image/0/463/463s.jpg
在紫阳花开的季节我们彼此感应,Fami通文库,志茂文彦,已完成,2014-11-14,99673.0,http://img.wenku8.com/image/1/1746/1746s.jpg
勇者与魔王的电击联盟,MF文库J,あごバリア,已完成,2020-03-04,95399.0,http://img.wenku8.com/image/2/2117/2117s.jpg
噬神战士 违背禁忌之人,其他文库,ゆうき りん,已完成,2011-08-07,79381.0,http://img.wenku8.com/image/1/1071/1071s.jpg
死亡笔记外传,集英社,西尾维新,已完成,2010-05-11,346392.0,http://img.wenku8.com/image/0/66/66s.jpg
我的世界守护者,电击文库,谷川流,连载中,2010-11-26,310574.0,http://img.wenku8.com/image/0/49/49s.jpg
无尽之夏 永恒音律,集英社,砂浦俊一,已完成,2011-12-08,265664.0,http://img.wenku8.com/image/1/1127/1127s.jpg
增血鬼果林,富士见文库,甲斐透,连载中,2014-11-19,384253.0,http://img.wenku8.com/image/0/204/204s.jpg
千剑飞舞的天空,Fami通文库,冈本タクヤ,已完成,2010-09-10,93045.0,http://img.wenku8.com/image/0/445/445s.jpg
陆与千星～发送世界的少年与别墅的少女～,Fami通文库,野村美月,已完成,2015-07-15,76960.0,http://img.wenku8.com/image/1/1914/1914s.jpg
名侦探柯南,小学馆,平良窿久,连载中,2010-11-30,621025.0,http://img.wenku8.com/image/0/530/530s.jpg
告白预演系列,少女文库,藤谷灯子,连载中,2018-02-02,394041.0,http://img.wenku8.com/image/1/1893/1893s.jpg
距离太近，关系太远的十七岁(十七岁的他们，如此接近又如此遥远),Fami通文库,久远侑,连载中,2017-05-05,207747.0,http://img.wenku8.com/image/2/2145/2145s.jpg
Story Seller 故事贩卖者,其他文库,有川浩,已完成,2013-09-04,80438.0,http://img.wenku8.com/image/1/1492/1492s.jpg
七日的喰神,小学馆,カミツキレイニー,连载中,2019-03-30,313411.0,http://img.wenku8.com/image/2/2348/2348s.jpg
noesis虚假的记忆物语,其他文库,cutlass,连载中,2016-07-28,219563.0,http://img.wenku8.com/image/1/1901/1901s.jpg
兽之奏者,讲谈社,上桥菜穗子,已完成,2020-03-03,571308.0,http://img.wenku8.com/image/0/878/878s.jpg
384403km 绑架你到月球,其他文库,向坂冰绪,连载中,2011-05-11,46216.0,http://img.wenku8.com/image/1/1020/1020s.jpg
通往查拉图斯特拉的阶梯,电击文库,土桥真二郎,连载中,2015-04-06,114857.0,http://img.wenku8.com/image/1/1843/1843s.jpg
处刑少女的生存之道,GA文库,佐藤真登,连载中,2020-02-16,248900.0,http://img.wenku8.com/image/2/2651/2651s.jpg
白人萠乃与世界危机,电击文库,七月隆文,连载中,2015-04-14,73419.0,http://img.wenku8.com/image/0/593/593s.jpg
老师，你错了。,MF文库J,岸杯也,已完成,2016-10-17,277582.0,http://img.wenku8.com/image/2/2109/2109s.jpg
神栖丽奈就在此处,电击文库,御影瑛路,连载中,2015-07-20,94443.0,http://img.wenku8.com/image/1/1883/1883s.jpg
不适合少女的职业,其他文库,樱庭一树,已完成,2010-05-30,86148.0,http://img.wenku8.com/image/0/814/814s.jpg
早安，愚者。晚安，我的世界,电击文库,松村凉哉,已完成,2020-02-17,84753.0,http://img.wenku8.com/image/2/2393/2393s.jpg
渣熊出没！蜜糖女孩请注意！,MF文库J,乌川さいか,已完成,2019-09-13,218666.0,http://img.wenku8.com/image/2/2425/2425s.jpg
星之梦,游戏剧本,KEY,已完成,2009-03-18,72564.0,http://img.wenku8.com/image/0/236/236s.jpg
暗之部屋,游戏剧本,唐边叶介,已完成,2013-03-05,108226.0,http://img.wenku8.com/image/1/1384/1384s.jpg
女神异闻录3,Fami通文库,藤原健市,已完成,2020-03-06,367093.0,http://img.wenku8.com/image/0/754/754s.jpg
复活后变成Lv1的朕为了活下去只好追求英雄少女了,MF文库J,ひびき游,已完成,2017-07-17,87441.0,http://img.wenku8.com/image/2/2281/2281s.jpg
CTG-从零开始养育电脑少女,角川文库,玩具堂,已完成,2016-10-17,280013.0,http://img.wenku8.com/image/2/2019/2019s.jpg
Cross Days～交织的谎言、重叠的思念～,集英社,秋月ひろ,已完成,2012-01-23,96540.0,http://img.wenku8.com/image/1/1170/1170s.jpg
枪之勇者重生录,MF文库J,アネコユサギ,连载中,2020-01-26,201644.0,http://img.wenku8.com/image/2/2567/2567s.jpg
四日间的奇迹,其他文库,浅仓卓弥,已完成,2014-12-16,172850.0,http://img.wenku8.com/image/1/1780/1780s.jpg
Fate Labyrinth,角川文库,樱井光,已完成,2020-02-16,67735.0,http://img.wenku8.com/image/2/2587/2587s.jpg
掬光,其他文库,桥本纺,已完成,2013-09-13,86735.0,http://img.wenku8.com/image/1/1502/1502s.jpg
矿物质超女,HJ文库,冬树忍,已完成,2010-10-31,680968.0,http://img.wenku8.com/image/0/116/116s.jpg
ToHeart2,其他文库,村田治,连载中,2012-04-08,218962.0,http://img.wenku8.com/image/0/977/977s.jpg
那是超高率的莫查子喔！,角川文库,丹羽春信,已完成,2015-09-13,88747.0,http://img.wenku8.com/image/1/1962/1962s.jpg
数学少女,MF文库J,结城浩,已完成,2010-08-20,151165.0,http://img.wenku8.com/image/0/877/877s.jpg
月界金融末世录,电击文库,支仓冻砂,已完成,2018-11-07,930712.0,http://img.wenku8.com/image/2/2125/2125s.jpg
“写给尊敬的姐姐”系列,富士见文库,川口大介,连载中,2010-12-13,78997.0,http://img.wenku8.com/image/0/942/942s.jpg
就算身为最后的人类,Fami通文库,庵田定夏,已完成,2019-03-03,201385.0,http://img.wenku8.com/image/2/2400/2400s.jpg
咱们高中的罗蕾莱 命运的一听钟情,Fami通文库,志田用太朗,连载中,2015-05-25,91540.0,http://img.wenku8.com/image/1/1872/1872s.jpg
吸血鬼姐与丧尸妹系列,其他文库,镰池和马,连载中,2019-06-14,365239.0,http://img.wenku8.com/image/2/2409/2409s.jpg
风之王国,少女文库,毛利志生子,连载中,2011-07-28,1002198.0,http://img.wenku8.com/image/0/314/314s.jpg
400圆行骗天下,其他文库,嬉野君,已完成,2015-05-30,80658.0,http://img.wenku8.com/image/1/1880/1880s.jpg
爱的禁行式,其他文库,本谷有希子,已完成,2014-08-14,80285.0,http://img.wenku8.com/image/1/1692/1692s.jpg
香格里拉,角川文库,池上永一,已完成,2012-09-05,496528.0,http://img.wenku8.com/image/1/1222/1222s.jpg
第108年的初恋,Fami通文库,末永外徒,已完成,2010-10-09,221679.0,http://img.wenku8.com/image/0/170/170s.jpg
红钢的精灵操术师,HJ文库,はやけん,连载中,2012-08-08,88200.0,http://img.wenku8.com/image/1/1265/1265s.jpg
御火槌,MF文库J,榊一郎,连载中,2011-12-06,196569.0,http://img.wenku8.com/image/0/922/922s.jpg
星空的记忆AS,游戏剧本,なかひろ,已完成,2013-11-18,32187.0,http://img.wenku8.com/image/1/1520/1520s.jpg
终将坠入爱河的Vivi Lane,小学馆,犬村小六,连载中,2020-02-11,575426.0,http://img.wenku8.com/image/2/2446/2446s.jpg
超自然9人组,其他文库,志仓千代丸,连载中,2016-10-27,253820.0,http://img.wenku8.com/image/1/1877/1877s.jpg
三分之一,角川文库,木下半太,已完成,2014-06-19,99034.0,http://img.wenku8.com/image/1/1649/1649s.jpg
女仆刑事,GA文库,早见裕司,已完成,2015-04-12,189957.0,http://img.wenku8.com/image/0/602/602s.jpg
约定之柱，落日的女王,富士见文库,いわなぎ一叶,已完成,2011-06-13,116417.0,http://img.wenku8.com/image/1/1040/1040s.jpg
靠著魔法药水在异世界活下去！,讲谈社,FUNA,连载中,2019-09-03,284732.0,http://img.wenku8.com/image/2/2611/2611s.jpg
自卫队三部曲,电击文库,有川浩,已完成,2011-06-22,770460.0,http://img.wenku8.com/image/0/350/350s.jpg
Judgement Chime 制裁钟声,其他文库,驹尾真子,已完成,2012-03-14,70468.0,http://img.wenku8.com/image/1/1203/1203s.jpg
Summer Days(日在夏天),其他文库,冈田留奈,已完成,2010-05-28,48955.0,http://img.wenku8.com/image/0/807/807s.jpg
暮蝉悲鸣之时 解(寒蝉鸣泣之时 解),游戏剧本,龙骑士07,已完成,2014-12-19,1451595.0,http://img.wenku8.com/image/1/1786/1786s.jpg
